row_index,anchor,date,exit,joint_completed,matured,actual_return,actual_up,year
336,1064,2021-01-04,1065,2021-01-05,True,0.05175712415668099,1.0,2021
337,1065,2021-01-05,1066,2021-01-06,True,-0.024796553374820562,0.0,2021
338,1066,2021-01-06,1067,2021-01-07,True,-0.015560573335951289,0.0,2021
339,1067,2021-01-07,1068,2021-01-08,True,0.010022438294689628,1.0,2021
340,1068,2021-01-08,1069,2021-01-11,True,0.008046998420221163,1.0,2021
341,1069,2021-01-11,1070,2021-01-12,True,0.009549928987707457,1.0,2021
342,1070,2021-01-12,1071,2021-01-13,True,0.0436111380615114,1.0,2021
343,1071,2021-01-13,1072,2021-01-14,True,0.019941430762794754,1.0,2021
344,1072,2021-01-14,1073,2021-01-15,True,-0.021055509980858478,0.0,2021
345,1073,2021-01-15,1074,2021-01-18,True,0.0457635009310986,1.0,2021
346,1074,2021-01-18,1075,2021-01-19,True,0.0016471530962027803,1.0,2021
347,1075,2021-01-19,1076,2021-01-20,True,0.0022222222222223476,1.0,2021
348,1076,2021-01-20,1077,2021-01-21,True,-0.0330376940133037,0.0,2021
349,1077,2021-01-21,1078,2021-01-22,True,-0.038385691355193874,0.0,2021
350,1078,2021-01-22,1079,2021-01-25,True,-0.03629339946585286,0.0,2021
351,1079,2021-01-25,1080,2021-01-26,True,-0.03147424159944556,0.0,2021
352,1080,2021-01-26,1081,2021-01-27,True,-0.025701292729037983,0.0,2021
353,1081,2021-01-27,1082,2021-01-28,True,-0.02297042164883567,0.0,2021
354,1082,2021-01-28,1083,2021-01-29,True,-0.023081052066559304,0.0,2021
355,1083,2021-01-29,1084,2021-02-01,True,0.012967032967033054,1.0,2021
356,1084,2021-02-01,1085,2021-02-02,True,0.028151442829247086,1.0,2021
357,1085,2021-02-02,1086,2021-02-03,True,-0.039831179108414716,0.0,2021
358,1086,2021-02-03,1087,2021-02-04,True,0.02181318681318678,1.0,2021
359,1087,2021-02-04,1088,2021-02-05,True,-0.05522396085390113,0.0,2021
360,1088,2021-02-05,1089,2021-02-08,True,0.01918042117245289,1.0,2021
361,1089,2021-02-08,1090,2021-02-09,True,0.02563243424359185,1.0,2021
362,1090,2021-02-09,1091,2021-02-10,True,0.0008711749972776239,1.0,2021
363,1091,2021-02-10,1092,2021-02-18,True,0.028560548362528637,1.0,2021
364,1092,2021-02-18,1093,2021-02-19,True,0.036177077272967706,1.0,2021
365,1093,2021-02-19,1094,2021-02-22,True,-0.0403756827114492,0.0,2021
366,1094,2021-02-22,1095,2021-02-23,True,-0.025531914893617058,0.0,2021
367,1095,2021-02-23,1096,2021-02-24,True,0.06075327510917039,1.0,2021
368,1096,2021-02-24,1097,2021-02-25,True,0.010703442597643109,1.0,2021
369,1097,2021-02-25,1098,2021-02-26,True,-0.019907336693650968,0.0,2021
370,1098,2021-02-26,1099,2021-03-01,True,0.0535064935064935,1.0,2021
371,1099,2021-03-01,1100,2021-03-02,True,0.00917159763313613,1.0,2021
372,1100,2021-03-02,1101,2021-03-03,True,-0.02765562396169252,0.0,2021
373,1101,2021-03-03,1102,2021-03-04,True,-0.025075376884422185,0.0,2021
374,1102,2021-03-04,1103,2021-03-05,True,0.003968867584145164,1.0,2021
375,1103,2021-03-05,1104,2021-03-08,True,-0.07074648321182875,0.0,2021
376,1104,2021-03-08,1105,2021-03-09,True,-0.0418784530386741,0.0,2021
377,1105,2021-03-09,1106,2021-03-10,True,-0.013608580325221942,0.0,2021
378,1106,2021-03-10,1107,2021-03-11,True,0.015667017420788243,1.0,2021
379,1107,2021-03-11,1108,2021-03-12,True,-0.027282145735006424,0.0,2021
380,1108,2021-03-12,1109,2021-03-15,True,-0.09248520710059172,0.0,2021
381,1109,2021-03-15,1110,2021-03-16,True,0.014018386907478586,1.0,2021
382,1110,2021-03-16,1111,2021-03-17,True,0.08590534979423858,1.0,2021
383,1111,2021-03-17,1112,2021-03-18,True,-0.012316437707247552,0.0,2021
384,1112,2021-03-18,1113,2021-03-19,True,0.01918465227817734,1.0,2021
385,1113,2021-03-19,1114,2021-03-22,True,-0.002823529411764558,0.0,2021
386,1114,2021-03-22,1115,2021-03-23,True,-0.007786691835771742,0.0,2021
387,1115,2021-03-23,1116,2021-03-24,True,-0.007372175980974949,0.0,2021
388,1116,2021-03-24,1117,2021-03-25,True,0.016650694777192054,1.0,2021
389,1117,2021-03-25,1118,2021-03-26,True,0.007010722281135973,1.0,2021
390,1118,2021-03-26,1119,2021-03-29,True,0.00830749429591049,1.0,2021
391,1119,2021-03-29,1120,2021-03-30,True,-0.018798955613576807,0.0,2021
392,1120,2021-03-30,1121,2021-03-31,True,0.010466560227071042,1.0,2021
393,1121,2021-03-31,1122,2021-04-01,True,0.02428604868913853,1.0,2021
394,1122,2021-04-01,1123,2021-04-02,True,0.0427355310518196,1.0,2021
395,1123,2021-04-02,1124,2021-04-06,True,-0.013478713495150951,0.0,2021
396,1124,2021-04-06,1125,2021-04-07,True,0.012052207720077757,1.0,2021
397,1125,2021-04-07,1126,2021-04-08,True,-0.00010975743606644883,0.0,2021
398,1126,2021-04-08,1127,2021-04-09,True,-0.001097694840834107,0.0,2021
399,1127,2021-04-09,1128,2021-04-12,True,0.010439560439560402,1.0,2021
400,1128,2021-04-12,1129,2021-04-13,True,-0.019575856443719397,0.0,2021
401,1129,2021-04-13,1130,2021-04-14,True,0.013366611203549539,1.0,2021
402,1130,2021-04-14,1131,2021-04-15,True,-0.008811778227792666,0.0,2021
403,1131,2021-04-15,1132,2021-04-16,True,-0.039204859193815556,0.0,2021
404,1132,2021-04-16,1133,2021-04-19,True,-0.019540229885057547,0.0,2021
405,1133,2021-04-19,1134,2021-04-20,True,0.00703399765533419,1.0,2021
406,1134,2021-04-20,1135,2021-04-21,True,-0.008381839348079012,0.0,2021
407,1135,2021-04-21,1136,2021-04-22,True,0.001995773655787625,1.0,2021
408,1136,2021-04-22,1137,2021-04-23,True,0.025600468658465214,1.0,2021
409,1137,2021-04-23,1138,2021-04-26,True,0.051293768207003154,1.0,2021
410,1138,2021-04-26,1139,2021-04-27,True,0.010540613963596845,1.0,2021
411,1139,2021-04-27,1140,2021-04-28,True,0.05258347222968962,1.0,2021
412,1140,2021-04-28,1141,2021-04-29,True,-0.010062828829749182,0.0,2021
413,1141,2021-04-29,1142,2021-04-30,True,-0.002941176470588336,0.0,2021
414,1142,2021-04-30,1143,2021-05-06,True,-0.030274802049371274,0.0,2021
415,1143,2021-05-06,1144,2021-05-07,True,-0.05032554168000858,0.0,2021
416,1144,2021-05-07,1145,2021-05-10,True,-0.0477100309075581,0.0,2021
417,1145,2021-05-10,1146,2021-05-11,True,-0.020122742830166462,0.0,2021
418,1146,2021-05-11,1147,2021-05-12,True,0.02384823848238482,1.0,2021
419,1147,2021-05-12,1148,2021-05-13,True,-0.015352038115404865,0.0,2021
420,1148,2021-05-13,1149,2021-05-14,True,0.026821983273596084,1.0,2021
421,1149,2021-05-14,1150,2021-05-17,True,0.012857059747512833,1.0,2021
422,1150,2021-05-17,1151,2021-05-18,True,-0.006547960941987174,0.0,2021
423,1151,2021-05-18,1152,2021-05-19,True,0.012950971322849059,1.0,2021
424,1152,2021-05-19,1153,2021-05-20,True,-0.00707762557077618,0.0,2021
425,1153,2021-05-20,1154,2021-05-21,True,-0.016555530006898356,0.0,2021
426,1154,2021-05-21,1155,2021-05-24,True,-0.017077175697865377,0.0,2021
427,1155,2021-05-24,1156,2021-05-25,True,0.08879051119278314,1.0,2021
428,1156,2021-05-25,1157,2021-05-26,True,-0.005753739930955071,0.0,2021
429,1157,2021-05-26,1158,2021-05-27,True,0.03302469135802455,1.0,2021
430,1158,2021-05-27,1159,2021-05-28,True,-0.002838362712877185,0.0,2021
431,1159,2021-05-28,1160,2021-05-31,True,0.013258426966292314,1.0,2021
432,1160,2021-05-31,1161,2021-06-01,True,0.0059880239520957446,1.0,2021
433,1161,2021-06-01,1162,2021-06-02,True,0.0165343915343914,1.0,2021
434,1162,2021-06-02,1163,2021-06-03,True,-0.002385599653003778,0.0,2021
435,1163,2021-06-03,1164,2021-06-04,True,0.03347826086956518,1.0,2021
436,1164,2021-06-04,1165,2021-06-07,True,0.008904781938017026,1.0,2021
437,1165,2021-06-07,1166,2021-06-08,True,-0.025714087149906084,0.0,2021
438,1166,2021-06-08,1167,2021-06-09,True,0.003566588201726173,1.0,2021
439,1167,2021-06-09,1168,2021-06-10,True,0.006468121401663307,1.0,2021
440,1168,2021-06-10,1169,2021-06-11,True,-0.00423728813559332,0.0,2021
441,1169,2021-06-11,1170,2021-06-15,True,-0.022198581560283648,0.0,2021
442,1170,2021-06-15,1171,2021-06-16,True,-0.01885834481758175,0.0,2021
443,1171,2021-06-16,1172,2021-06-17,True,0.10002217786648915,1.0,2021
444,1172,2021-06-17,1173,2021-06-18,True,0.06182795698924726,1.0,2021
445,1173,2021-06-18,1174,2021-06-21,True,0.005569620253164542,1.0,2021
446,1174,2021-06-21,1175,2021-06-22,True,0.04015609264853981,1.0,2021
447,1175,2021-06-22,1176,2021-06-23,True,0.04774295050223887,1.0,2021
448,1176,2021-06-23,1177,2021-06-24,True,-0.0012128212532487304,0.0,2021
449,1177,2021-06-24,1178,2021-06-25,True,-0.01121776338614544,0.0,2021
450,1178,2021-06-25,1179,2021-06-28,True,0.04432748538011699,1.0,2021
451,1179,2021-06-28,1180,2021-06-29,True,-0.02144697054541389,0.0,2021
452,1180,2021-06-29,1181,2021-06-30,True,0.07525035765379129,1.0,2021
453,1181,2021-06-30,1182,2021-07-01,True,-0.017136774880255556,0.0,2021
454,1182,2021-07-01,1183,2021-07-02,True,-0.034600389863547854,0.0,2021
455,1183,2021-07-02,1184,2021-07-05,True,0.07285882550900213,1.0,2021
456,1184,2021-07-05,1185,2021-07-06,True,-0.06524466750313662,0.0,2021
457,1185,2021-07-06,1186,2021-07-07,True,0.022930648769575068,1.0,2021
458,1186,2021-07-07,1187,2021-07-08,True,0.045325314379442316,1.0,2021
459,1187,2021-07-08,1188,2021-07-09,True,-0.011454573983994965,0.0,2021
460,1188,2021-07-09,1189,2021-07-12,True,0.015873015873015817,1.0,2021
461,1189,2021-07-12,1190,2021-07-13,True,-0.06932291666666668,0.0,2021
462,1190,2021-07-13,1191,2021-07-14,True,-0.021209916615367308,0.0,2021
463,1191,2021-07-14,1192,2021-07-15,True,-0.006117781589479732,0.0,2021
